action_id,source_unitid,source_institution_name,source_accreditor,source_action_date,source_action_type,source_action_label_raw,source_generated_statement,source_source_url,source_source_title,source_row_origin,override_unitid,override_institution_name,override_accreditor,override_action_date,override_action_type,override_action_label_raw,override_generated_statement,override_source_url,override_source_title,first_seen,review_status,reviewer,reviewer_notes,reviewed_at,grandfathered
65f0b6fa5565,156189,Alice Lloyd College,SACSCOC,2023-12-03,notice,"Based only on those reviewed standards, the institution is requested to submit a Referral Report due September 8, 2024, addressing the standards of the Principles identified below.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/117326,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
ab1dda5359bf,156286,Bellarmine University,SACSCOC,2024-04-24,notice,"Based only on those reviewed standards, the institution should submit a Referral Report due September 8, 2024, addressing the standard of the Principles identified below.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/117380,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
b3fd8b55674d,156356,Brescia University,SACSCOC,2025-04-25,notice,"Based only on those reviewed standards, the institution is requested to submit a Referral Report due April 1, 2026, addressing the standards of the Principles identified below.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/117423,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
6c026d592f5b,156471,Galen College of Nursing-Louisville,SACSCOC,2024-04-24,notice,"Based only on those reviewed standards, the institution should submit a Referral Report due April 1, 2025, addressing the standards of the Principles identified below.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/117496,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
03defc0f8598,156541,University of the Cumberlands,SACSCOC,2022-06-16,notice,"Based only on those reviewed standards, the institution should submit a Referral Report due September 8, 2022, addressing the standards of the Principles identified below.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/117502,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
caa0e9139515,157058,Kentucky State University,SACSCOC,2025-04-25,notice,"Based only on those reviewed standards, the institution is requested to submit a Referral Report due April 1, 2026, addressing the standards of the Principles identified below.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/117706,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
bd761ab20747,157076,Kentucky Wesleyan College,SACSCOC,2023-12-03,notice,"Based only on those reviewed standards, the institution is requested to submit a Referral Report due April 1, 2024, addressing the following referenced standards of the Principles: Standard 6.2.b (Program faculty) For each of its educational programs, this standard expects an institution to employ a sufficient number of full-time faculty members to ensure curriculum and program quality, integrity, and review.",Requested Referral Report on Program faculty,https://ope.ed.gov/dapip/#/institution-profile/117715,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
028e58198187,157289,University of Louisville,SACSCOC,2023-06-14,notice,"Based only on those reviewed standards, the institution should submit a Referral Report due September 8, 2023, addressing the following referenced standard of the Principles: Standard 14.",Requested Referral Report on Publication of accreditation status,https://ope.ed.gov/dapip/#/institution-profile/117812,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
2e5d100d513b,157447,Northern Kentucky University,SACSCOC,2025-04-25,notice,"Based only on those reviewed standards, the institution is requested to submit a Referral Report due September 8, 2025, addressing the following referenced standard(s) of the Principles: Standard 6.2.b (Program faculty) For each of its educational programs, this standard expects an institution to employ a sufficient number of full-time faculty members to ensure curriculum and program quality, integrity, and review.",Requested Referral Report on Program faculty,https://ope.ed.gov/dapip/#/institution-profile/117928,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
780a929e0218,157757,Spalding University,SACSCOC,2023-06-14,notice,"Based only on those reviewed standards, the institution should submit a Referral Report due September 8, 2023, addressing the following referenced standards of the Principles'.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/118125,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
8b5b8f97feb4,158477,Centenary College of Louisiana,SACSCOC,2024-04-26,notice,"Based only on those reviewed standards, the institution should submit a Referral Report due April 1, 2025, addressing the standards of the Principles identified below.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/118383,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
34847c79f75b,159656,Loyola University New Orleans,SACSCOC,2022-06-16,notice,"Basedonly_on those reviewed standards, the institution should submit a Referral Report due September 8, 2022, addressing the following referenced standards of the Principles: Standard 6.",Requested Referral Report on Program faculty and Program coordination,https://ope.ed.gov/dapip/#/institution-profile/118806,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
3c040608e038,159717,McNeese State University,SACSCOC,2023-06-14,notice,"Based only on those reviewed standards, the institution should submit a Referral Report due April 1, 2024, addressing the following referenced standard of the Principles: Standard 13.",Requested Referral Report on Federal and state responsibilities,https://ope.ed.gov/dapip/#/institution-profile/118824,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
6cdfd44b1a2e,159948,New Orleans Baptist Theological Seminary,SACSCOC,2022-06-16,notice,"Based only on those reviewed standards, the'institution should submit a Referral Report due April 3, 2023, addressing the standards of the Principtes identified below.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/118879,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
babffc90c611,159966,Nicholls State University,SACSCOC,2022-06-16,notice,"Based only on those reviewed standards, the institution should submit a Referral Report due April 3, 2023, addressing the following referenced standards of the Principles: Standard 6.","Requested to submit a Referral Report due April 3, 2023, addressing accreditation standards involving certain accreditation standards.",https://ope.ed.gov/dapip/#/institution-profile/118888,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
89d6ecf8d34d,160038,Northwestern State University of Louisiana,SACSCOC,2023-06-14,notice,"Based only on those reviewed standards, the institution should submit a Referral Report due September 8, 2023, addressing the following referenced standard of the Principles: Standard 6.",Requested Referral Report on Program faculty,https://ope.ed.gov/dapip/#/institution-profile/118949,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
60f13c1c5437,160065,University of Holy Cross,SACSCOC,2023-06-14,notice,"Based only on those reviewed standards, the institution is requested to submit a Referral Report due April 1, 2024, addressing the following referenced standards of the Principles'.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/118967,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
8cbf9dfd86a7,175421,Belhaven University,SACSCOC,2023-06-14,notice,"Based only on those reviewed standards, the institution should submit a Referral Report due April 1, 2024, addressing the standards of the Principles identified below.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/124511,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
da0874c779d0,176372,University of Southern Mississippi,SACSCOC,2022-06-16,notice,"Based only on those reviewed standards, the institution should submit a Referral Report due April 3, 2023, addressing the following referenced standards of the Principles: Standard 6.",Requested Referral Report on Program faculty and Representation to other agencies,https://ope.ed.gov/dapip/#/institution-profile/124919,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
5fbca57ef8c4,176406,Tougaloo College,SACSCOC,2025-04-25,notice,"Based only on those reviewed standards, the institution is requested to submit a Referral Report due April 1, 2026, addressing the standards of the Principles identified below.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/124937,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
514c531038f0,176479,William Carey University,SACSCOC,2025-04-25,notice,"Based only on those reviewed standards, the institution is requested to submit a Referral Report due September 8,2025, addressing the standards of the Principles identified below.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/124973,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
cd677e206337,197911,Barton College,SACSCOC,2025-06-02,notice,"Based only on those reviewed standards, the institution is requested to submit a Referral Report due September 8, 2025, addressing the following referenced standard(s) of the Principles: Standard 5.4 (Qualified administrative/academic officers) This standard expects an institution to employ administrative and academic officers with appropriate experience and qualifications to lead the institution.",Requested Referral Report on Qualified administrative/academic officers,https://ope.ed.gov/dapip/#/institution-profile/133076,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
1c52eecf9184,197911,Barton College,SACSCOC,2025-12-07,notice,"Searcy: The following action regarding your institution was taken by the Board of Trustees of the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) during its meeting held on December 7, 2025: The SACSCOC Board of Trustees requested a Monitoring Report in six (6) months to provide required oversight and resolution of compliance issues.",Requested to Submit a Monitoring Report in six (6) months to provide required oversight and resolution of compliance issues.,https://ope.ed.gov/dapip/#/institution-profile/133076,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
b0c6407ed75b,198303,Chowan University,SACSCOC,2025-12-07,notice,"Thomas: The following action regarding your institution was taken by the Board of Trustees of the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) during its meeting held on December 7, 2025: The SACSCOC Board of Trustees requested a Monitoring Report in six (6) months to provide required oversight and resolution of compliance issues.",Requested to Submit a Monitoring Report in six (6) months to provide required oversight and resolution of compliance issues.,https://ope.ed.gov/dapip/#/institution-profile/133298,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
911bfb5d5e59,198303,Chowan University,SACSCOC,2025-04-25,notice,"Based only on those reviewed standards, the institution is requested to submit a Referral Report due September 8, 2025, addressing the standards of the Principles identified below.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/133298,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
152f22c43c98,198419,Duke University,SACSCOC,2025-04-25,notice,"Based only on those reviewed standards, the institution is requested to submit a Referral Report due April 1, 2026, addressing the following referenced standard(s) of the Principles: Standard 5.4 (Qualified administrative/academic officers) This standard expects an institution to employ administrative and academic officers with appropriate experience and qualifications to lead the institution.",Requested Referral Report on Qualified administrative/academic officers,https://ope.ed.gov/dapip/#/institution-profile/133368,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
a2f12e4699f9,198561,Gardner-Webb University,SACSCOC,2023-06-14,notice,"Based only on those reviewed standards, the institution should submit a Referral Report due April 1, 2024, addressing the standards of the Principles identified below.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/133465,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
e0df2ce7513e,198613,Guilford College,SACSCOC,2021-12-01,notice,"The institution is requested to submit a Monitoring Report due September 8, 2022, addressing the following referenced standard of the Principles of Accreditation: Standard 13.",Requested to Submit a Monitoring Report on Financial Responsibility,https://ope.ed.gov/dapip/#/institution-profile/133508,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
66e718b264cd,198613,Guilford College,SACSCOC,2023-06-14,notice,"Based only on those reviewed standards, the institution should submit a Referral Report due April 1, 2024, addressing the standard of the Principles'.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/133508,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
6eec92309e4b,198695,High Point University,SACSCOC,2022-06-16,notice,"Based only on those reviewed standards, the institution should submit a Referral Report due April 3, 2023, addressingthe standards of the Principles identified below.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/133562,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
800b49b2c55f,198756,Johnson C Smith University,SACSCOC,2023-06-29,notice,"The institution is requested to submit a Monitoring Report due April 1, 2024, addressingthe following referenced standard of the Principles of Accreditation: Standard 13.",Requested to Submit a Monitoring Report on Financial Responsibility,https://ope.ed.gov/dapip/#/institution-profile/133605,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
077affd615e2,198835,Lenoir-Rhyne University,SACSCOC,2024-04-26,notice,"Based only on those reviewed standards, the institution should submit a Referral Report due April 1, 2025, addressing the standards of the Principles identified below.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/133641,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
8f059b51e59e,198969,Methodist University,SACSCOC,2025-04-25,notice,"Based only on those reviewed standards, the institution is requested to submit a Referral Report due April 1, 2026, addressing the following referenced standard(s) of the Principles: Standard 6.2.c (Program coordination) For each of its educational programs, this standard expects an institution to assign appropriate responsibility for program coordination.",Requested Referral Report on Program coordination,https://ope.ed.gov/dapip/#/institution-profile/133748,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
08f8d38a5d62,199157,North Carolina Central University,SACSCOC,2025-04-25,notice,"Based only on those reviewed standards, the institution is requested to submit a Referral Report due April 1, 2026, addressing the standards of the Principles identified below.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/133906,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
1a7086e628bb,199184,University of North Carolina School of the Arts,SACSCOC,2022-06-16,notice,"Brian Cole Chancellor University of North Carolina School of the Arts 1533 South Main Street Winston-Salem, NC 27127-2188 Dear Chancellor Cole: The Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) Committee on Fifth-Year Interim Reports reviewed the institution's compliance with select standards of the Principles of Accreditation (Principles) outlined in the SACSCOC Fifth-Year Interim Report, Based only on those reviewed standards, the institution should submit a Referral Report due April 3, 2023, addressing the standards of the Principles identified below.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/133924,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
0530fc21d35a,199847,Wake Forest University,SACSCOC,2022-06-16,notice,"Based only on those reviewed standards, the institution should submit a Referral Report due September 8, 2022, addressingthe following referenced standards of the Principles'.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/134291,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
2898df29126d,199962,Wingate University,SACSCOC,2022-06-16,notice,"Based only on those reviewed standards, the institution should submit a Referral Report due September 8, 2022, addressing the following referenced standard of the Principles: Standard 6.",Requested Referral Report on Program faculty,https://ope.ed.gov/dapip/#/institution-profile/134389,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
43f4520dd771,217624,Allen University,SACSCOC,2023-06-14,notice,"Based only on those reviewed standards, the institution should submit a Referral Report due April 1, 2024, addressing the standards ofthe Principles identified below.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/142081,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
5b3097f89eec,217633,Anderson University,SACSCOC,2024-04-26,notice,"Based only on those reviewed standards, the institution should submit a Referral Report due September 8, 2024, addressing the standards of the Principles identified below.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/142090,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
7207ae7eca73,217688,Charleston Southern University,SACSCOC,2022-06-06,notice,"Basedonly on those reviewed standards, the institution should submit a Referral Report due September 8, 2022, addressing the following referenced standards of the Principles: Standard 5.","Requested to submit a Referral Report due September 8, 2022, addressing accreditation standards involving academics, institutional environment, and public information.",https://ope.ed.gov/dapip/#/institution-profile/142115,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
d71cc375cb0d,217776,Southern Wesleyan University,SACSCOC,2025-04-25,notice,"Based only on those reviewed standards, the institution is requested to submit a Referral Report due September 8, 2025, addressing the following referenced standard(s) of the Principles: Standard 5.4 (Qualified administrative/academic officers) This standard expects an institution to employ administrative and academic officers with appropriate experience and qualifications to lead the institution.",Requested Referral Report on Qualified administrative/academic officers,https://ope.ed.gov/dapip/#/institution-profile/142151,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
d55483fd87c8,217776,Southern Wesleyan University,SACSCOC,2025-12-07,notice,"Barker: The following action regarding your institution was taken by the Board of Trustees of the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) during its meeting held on December 7, 2025: The SACSCOC Board of Trustees requested a Monitoring Report in twelve (12) months to provide required oversight and resolution of compliance issues.",Requested to Submit a Monitoring Report in twelve (12) months to provide required oversight and resolution of compliance issues.,https://ope.ed.gov/dapip/#/institution-profile/142151,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
9a7f87f4a77c,217776,Southern Wesleyan University,SACSCOC,2025-06-12,notice,"The institution is requested to submit a First Monitoring Report due April 1, 2026, addressing the following referenced standard of the Principles of Accreditation: Standard 8.2.b (Student outcomes: general education) This standard expects an institution to identify expected student learning outcomes, assess the extent to which it achieves these outcomes, and provide evidence of seeking improvement based on analysis of the results for collegiate-level general education competencies of its undergraduate degree programs.",Requested to Submit a Monitoring Report on Student Outcomes: General Education,https://ope.ed.gov/dapip/#/institution-profile/142151,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
639a8ed36d6a,217819,College of Charleston,SACSCOC,2023-06-14,notice,"Based only on those reviewed standards, the institution should submit a Referral Report due September 8, 2023, addressingthe following referenced standard of the Principles: Standard 14.",Requested Referral Report on Publication of accreditation Status,https://ope.ed.gov/dapip/#/institution-profile/142179,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
ce29740b9923,217925,Columbia International University,SACSCOC,2024-04-26,notice,"Based only on those reviewed standards, the institution should submit a Referral Report due April 1, 2025, addressing the standards of the Principles identified below.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/142267,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
29152720009a,217961,Converse University,SACSCOC,2023-06-29,notice,"Based only on those reviewed standards, the institution should submit a Referral Report due April 1, 2024, addressing the standards of the Principles identified below.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/142285,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
ec9b4e7e1b8d,218061,Francis Marion University,SACSCOC,2024-04-26,notice,"Based only on those reviewed standards, the institution should submit a Referral Report due September 8, 2024, addressing the standards of the Principles identified below.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/142337,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
20306ce6e288,218070,Furman University,SACSCOC,2024-04-26,notice,"Based only on those reviewed standards, the institution should submit a Referral Report due April 1,2025, addressing the standards of the Principles identified below.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/142346,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
40e87854dc2a,218229,Lander University,SACSCOC,2023-06-14,notice,"Based only on those reviewed standards, the institution should submit a Referral Report due April 1, 2024, addressing the standards of the Principles identified below.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/142416,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
c93af6677851,218335,Medical University of South Carolina,SACSCOC,2023-06-14,notice,"Based only on those reviewed standards, the institution should submit a Referral Report due September 8, 2023, addressing the following referenced standard of the Principles: Standard 12.",Requested Referral Report on Student complaints,https://ope.ed.gov/dapip/#/institution-profile/142461,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
3da0a3323418,218539,Presbyterian College,SACSCOC,2023-06-14,notice,"Based only on those reviewed standards, the institution should submit a Referral Report due April 1, 2024, addressing the standards of the Principles identified below.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/142531,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
263aee77f141,218654,University of South Carolina Beaufort,SACSCOC,2025-04-15,notice,"Based only on those reviewed standards, the institution is requested to submit a Referral Report due September 8, 2025, addressing the standards of the Principles identified below.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/142559,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
15adbc4f1afe,219718,Bethel University,SACSCOC,2024-06-13,notice,Failure to do so could result in your institution being placed on sanction at the time of its next review.,Requested to Submit a Monitoring Report on Financial Responsibility,https://ope.ed.gov/dapip/#/institution-profile/143145,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
6f6078a030e2,219718,Bethel University,SACSCOC,2024-04-26,notice,"Based only on those reviewed standards, the institution should submit a Referral Report due April 1, 2025, addressing the standards of the Principles identified below.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/143145,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
957de691a369,220181,Fisk University,SACSCOC,2025-04-25,notice,"Based only on those reviewed standards, the institution is requested to submit a Referral Report due September 8, 2025, addressing the standards of the Principles identified below.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/143349,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
00f80c989fa8,220516,King University,SACSCOC,2024-04-26,notice,"Based only on those reviewed standards, the institution should submit a Referral Report due September 8, 2024, addressing the standards of the Principles identified below.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/143464,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
577a918f1ec1,220701,The University of Tennessee Southern,SACSCOC,2025-04-25,notice,"Based only on those reviewed standards, the institution is requested to submit a Referral Report due April 1, 2026, addressing the following referenced standard(s) of the Principles: Standard 5.4 (Qualified administrative/academic officers) This standard expects an institution to employ administrative and academic officers with appropriate experience and qualifications to lead the institution.",Requested Referral Report on Qualified administrative/academic officers,https://ope.ed.gov/dapip/#/institution-profile/143543,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
585b72c5a6b5,221519,The University of the South,SACSCOC,2022-06-16,notice,"Based only on those reviewed standards, the institution should submit a Referral Report due April 3, 2023, addressing the following referenced standards of the Principles: Standard 5.4 (Qualified administrative/academic officers) This standard expects an institution to employ administrative and academic officers with appropriate experience and qualifications to lead the institution.",Requested Referral Report on Qualified administrative/academic officers,https://ope.ed.gov/dapip/#/institution-profile/143905,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
0ec153b1fc63,221847,Tennessee Technological University,SACSCOC,2022-06-16,notice,"Based only on those reviewed standards, the institution should submit a Referral Report due September 8, 2022, addressing the standards ofthe Principles identifisd below.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/144087,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
7c56555fc061,221971,Union University,SACSCOC,2023-06-14,notice,"Based only on those reviewed standards, the institution should submit a Referral Report due April 1, 2024, addressing the standards of the Principles identified below.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/144139,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
5e9592fe3470,221999,Vanderbilt University,SACSCOC,2023-06-14,notice,"Based only on those reviewed standards, the institution should submit a Referral Report due April 1, 2024, addressing the standards of the Principles identified below.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/144148,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
185bce8afd09,222628,Amberton University,SACSCOC,2023-06-29,notice,"Based only on those reviewed standards, the institution should submit a Referral Report due April 1, 2024, addressing the standards of the Principles identified below.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/144290,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
215b6acff60e,222983,Austin College,SACSCOC,2025-04-25,notice,"Based only on those reviewed standards, the institution is requested to submit a Referral Report due April 1, 2026, addressing the following referenced standard(s) of the Principles: Standard 13.6 (Federal and state responsibilities) This standard expects that an institution (a) is in compliance with its program responsibilities under Title IV of the most recent Higher Education Act as amended and (b) audits financial aid programs as required by federal and state regulations.",Requested Referral Report on Federal and state responsibilities,https://ope.ed.gov/dapip/#/institution-profile/144403,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
ab056529cec6,223232,Baylor University,SACSCOC,2023-06-14,notice,"Livingstone: The Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) Committee on Fifth-Year Interim Reports reviewed the institution's compliance with select standards of the Principles of Accreditation (Principles) outlined in the SACSCOCFifth-Year Interim Report, Based only on those reviewed standards, the institution should submit a Referral Report due September S, 2023, addressing the following referenced standard of the Principles: Standard 14.",Requested Referral Report on Publication of accreditation status,https://ope.ed.gov/dapip/#/institution-profile/144494,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
64fe0a0b0d6e,224004,Concordia University Texas,SACSCOC,2024-04-26,notice,"Based only on those reviewed standards, the institution should submit a Referral Report due April 1, 2025, addressing the standards of the Principles identified below.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/144670,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
a0626a8fa223,224226,Dallas Baptist University,SACSCOC,2024-04-24,notice,"Based only on those reviewed standards, the institution should submit a Referral Report due April 1,2025, addressing the standards of the Principles identified below.",Requested to submit a Referral Report documenting compliance with accreditation standards,https://ope.ed.gov/dapip/#/institution-profile/144740,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-06-07,approved,MV,,,FALSE
