grant_id,status,terminated_award_numbers,event_history,termination_date,termination_indicator,reinstatement_date,reinstatement_indicator,org_name,title,project_start_date,project_original_end_date,award_value,award_outlaid,award_remaining,org_state,org_city,org_type,org_congdist,us_rep,us_rep_phone,program_office_name,activity_type,award_class,funding_office_name,cfda_number,cfda_title,nofo,usaspending_url,taggs_url
U01GH002248,❌ Terminated,19U01GH00224820CV,"- 2021-07-07: Obligation of $1
- 2022-07-12: Obligation of $1
- 2023-06-16: Obligation of $1
- 2024-02-16: End date extended from 2024-09-29 to 2025-09-29
- 2024-03-29: Deobligation of -$273,691
- 2024-07-11: Obligation of $273,691
- 2025-03-24: [(19U01GH00224820CV) Termination date in TAGGS PDF](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-03-28: [(19U01GH00224820CV) Added to TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-03-31: Outlay of $129,513
- 2025-05-31: Clawback of -$125,083",2025-03-24,HHS TAGGS PDF,NA,NA,THE INFECTIOUS DISEASES INSTITUTE LIMITED,ACUTE FEBRILE ILLNESS IN UGANDA,2019-09-30,2025-09-29,1430003,1251970.75,178032.25,province,KAMPALA,"Research Institution, Foundation and Laboratory",province-NA,NA,NA,Coordinating Office of Global Health,SCIENTIFIC/HEALTH RESEARCH (INCLUDES SURVEYS),DISCRETIONARY,CDC CENTER FOR GLOBAL HEALTH,93.354,"Strengthening Public Health through Surveillance, Epidemiologic Research, Disease Detection and Prevention",RFA-GH-19-008,https://www.usaspending.gov/award/ASST_NON_U01GH002248_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=U01GH002248&arg_ProgOfficeCode=253
U01GH002249,❌ Terminated,19U01GH00224920CV,"- 2021-08-13: Obligation of $560,000
- 2022-08-22: Obligation of $1
- 2023-08-21: Obligation of $1
- 2023-10-12: End date extended from 2024-09-29 to 2025-09-29
- 2024-11-30: Outlay of $394,870
- 2025-03-24: [(19U01GH00224920CV) Termination date in TAGGS PDF](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-03-28: [(19U01GH00224920CV) Added to TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-07-31: Outlay of $300,410",2025-03-24,HHS TAGGS PDF,NA,NA,INSTITUT PASTEUR DE DAKAR,"RFA-GH-19-003, Advancing infectious disease and response in Senegal",2019-09-30,2025-09-29,2083109,1317010,766099,province,DAKAR,"Research Institution, Foundation and Laboratory",province-NA,NA,NA,Coordinating Office of Global Health,SCIENTIFIC/HEALTH RESEARCH (INCLUDES SURVEYS),DISCRETIONARY,CDC CENTER FOR GLOBAL HEALTH,93.354,"Strengthening Public Health through Surveillance, Epidemiologic Research, Disease Detection and Prevention",RFA-GH-19-003,https://www.usaspending.gov/award/ASST_NON_U01GH002249_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=U01GH002249&arg_ProgOfficeCode=253
U01GH002259,❌ Terminated,19U01GH002259C3,"- 2019-12-30: Obligation of $735,833
- 2020-05-27: Obligation of $130,000
- 2020-08-14: Obligation of $313,916
- 2020-08-14: Obligation of $276,295
- 2020-08-14: Obligation of $119,624
- 2020-08-14: Obligation of $227,000
- 2020-08-14: Obligation of $350,000
- 2020-08-14: Obligation of $1,700,521
- 2020-11-18: End date cut off from 2024-09-29 to 2022-09-29
- 2021-03-18: Obligation of $200,000
- 2021-06-07: Obligation of $250,000
- 2021-07-23: Obligation of $575,480
- 2021-07-23: Obligation of $480,000
- 2021-07-23: Obligation of $300,000
- 2021-07-23: Obligation of $235,000
- 2021-07-23: Obligation of $526,000
- 2021-07-23: Obligation of $763,308
- 2021-11-09: End date extended from 2022-09-29 to 2024-09-29
- 2022-08-31: Obligation of $203,511
- 2022-08-31: Obligation of $802,000
- 2022-08-31: Obligation of $740,000
- 2022-08-31: Obligation of $481,085
- 2022-08-31: Obligation of $1,791,193
- 2022-08-31: Obligation of $1,260,000
- 2022-08-31: Obligation of $779,788
- 2022-08-31: Obligation of $10,000
- 2022-09-17: Obligation of $250,000
- 2023-08-11: Obligation of $1,311,773
- 2023-08-11: Obligation of $111,720
- 2023-08-11: Obligation of $1,085,000
- 2023-08-11: Obligation of $430,000
- 2023-08-11: Obligation of $305,000
- 2023-08-11: Obligation of $345,000
- 2023-11-15: End date extended from 2024-09-29 to 2025-09-29
- 2024-07-05: Obligation of $211,000
- 2024-11-30: Outlay of $1,581,692
- 2025-03-24: [(19U01GH002259C3) Termination date in TAGGS PDF](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-03-24: End date extended from 2025-09-29 to 2026-09-29
- 2025-03-28: [(19U01GH002259C3) Added to TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-03-31: Outlay of $609,184
- 2025-07-31: End date extended from 2025-09-29 to 2026-09-29
- 2025-11-30: Outlay of $454,550",2025-03-24,HHS TAGGS PDF,NA,NA,"INTERNATIONAL CENTRE FOR DIARRHOEAL DISEASE RESEARCH, BANGLADESH","RFA-GH-19-004, Advancing Public Health Research in Bangladesh",2019-09-30,2026-09-29,19598990,15470941.06,4128048.9399999995,Dhaka,Dhaka,"Research Institution, Foundation and Laboratory",Dhaka-NA,NA,NA,Coordinating Office of Global Health,SCIENTIFIC/HEALTH RESEARCH (INCLUDES SURVEYS),DISCRETIONARY,CDC CENTER FOR GLOBAL HEALTH,93.283,"Strengthening Public Health through Surveillance, Epidemiologic Research, Disease Detection and Prevention",RFA-GH-19-005,https://www.usaspending.gov/award/ASST_NON_U01GH002259_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=U01GH002259&arg_ProgOfficeCode=253
U01GH002266,❌ Terminated,21U01GH002266C3,"- 2021-08-02: Grant awarded
- 2021-08-02: Obligation of $710,000
- 2021-08-25: Deobligation of -$710,000
- 2021-09-03: Obligation of $710,000
- 2022-07-18: Obligation of $750,000
- 2023-08-21: Obligation of $343,603
- 2023-08-21: Obligation of $654,000
- 2024-08-16: Obligation of $650,000
- 2024-08-16: Obligation of $100,000
- 2024-11-30: Outlay of $320,000
- 2025-01-31: Outlay of $320,000
- 2025-03-24: [(21U01GH002266C3) Termination date in TAGGS PDF](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-03-24: End date extended from 2025-08-31 to 2026-08-31
- 2025-03-28: [(21U01GH002266C3) Added to TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-03-31: Outlay of $200,000
- 2025-08-25: Obligation of $749,874
- 2025-09-30: Outlay of $357,603
- 2025-11-30: Outlay of $200,000
- 2025-12-31: Outlay of $160,000",2025-03-24,HHS TAGGS PDF,NA,NA,UNIVERSIDAD PERUANA CAYETANO HEREDIA,"RFA-GH-20-005, Project of Febrile Illness Surveillance in the Andean and Amazon Countries (PISAAC)",2021-09-01,2026-08-31,3957477,3510318.03,447158.9700000002,LIMA,LIMA,"Junior College, College & University",LIMA-NA,NA,NA,Coordinating Office of Global Health,SCIENTIFIC/HEALTH RESEARCH (INCLUDES SURVEYS),DISCRETIONARY,CDC NATIONAL CENTER FOR IMMUNIZATION AND RESPIRATORY DISEASES,93.318,"Strengthening Public Health through Surveillance, Epidemiologic Research, Disease Detection and Prevention",RFA-GH-20-005,https://www.usaspending.gov/award/ASST_NON_U01GH002266_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=U01GH002266&arg_ProgOfficeCode=253
U01GH002272,❌ Terminated,20U01GH002272C3,"- 2021-04-28: Obligation of $800,000
- 2021-07-28: Obligation of $200,000
- 2022-08-31: Obligation of $1
- 2023-06-23: Obligation of $1
- 2024-08-14: Obligation of $1
- 2025-03-24: [(20U01GH002272C3) Termination date in TAGGS PDF](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-03-28: [(20U01GH002272C3) Added to TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)",2025-03-24,HHS TAGGS PDF,NA,NA,L SAKVARELIDZE NATIONAL CENTER FOR DISEASE CONTROL AND PUBLIC HEALTH,GH20-004 - Conducting research on diseases of global and local public health importance to create scientific basis for implementation and enhancement of public health policies and practices in Georgia,2020-09-30,2025-09-29,1139003,869820,269183,TBILISI,TBILISI,Other Health Organization,TBILISI-NA,NA,NA,Coordinating Office of Global Health,SCIENTIFIC/HEALTH RESEARCH (INCLUDES SURVEYS),DISCRETIONARY,CDC CENTER FOR GLOBAL HEALTH,93.283,"Strengthening Public Health through Surveillance, Epidemiologic Research, Disease Detection and Prevention",RFA-GH-20-004,https://www.usaspending.gov/award/ASST_NON_U01GH002272_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=U01GH002272&arg_ProgOfficeCode=253
U01GH002291,❌ Terminated,20U01GH002291C3,"- 2021-08-13: Obligation of $150,000
- 2021-08-13: Obligation of $1,463,000
- 2022-08-30: Obligation of $342,006
- 2022-08-30: Obligation of $32,994
- 2023-08-21: Obligation of $150,000
- 2024-07-22: Obligation of $1
- 2024-12-09: End date extended from 2025-09-29 to 2026-09-29
- 2025-01-31: Outlay of $651,953
- 2025-03-24: [(20U01GH002291C3) Termination date in TAGGS PDF](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-03-28: [(20U01GH002291C3) Added to TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-04-30: Outlay of $126,515
- 2025-08-31: Clawback of -$344,160
- 2025-11-30: Outlay of $281,855",2025-03-24,HHS TAGGS PDF,NA,NA,INSTITUTO NACIONAL DE SALUD,Excellence in Research for Emerging and Reemerging Diseases of Public Health Interest in Colombia at the National Institute of Health,2020-09-30,2026-09-29,2730001,2250519.52,479481.48,D.C.,BOGOTA,Other Health Organization,D.C.-NA,NA,NA,Coordinating Office of Global Health,SCIENTIFIC/HEALTH RESEARCH (INCLUDES SURVEYS),DISCRETIONARY,CDC CENTER FOR GLOBAL HEALTH,93.283,"Strengthening Public Health through Surveillance, Epidemiologic Research, Disease Detection and Prevention",RFA-GH-20-003,https://www.usaspending.gov/award/ASST_NON_U01GH002291_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=U01GH002291&arg_ProgOfficeCode=253
U01GH002346,✅ Reinstated,21U01GH002346C3,"- 2021-08-10: Grant awarded
- 2021-08-10: Obligation of $3,000,766
- 2021-08-10: Obligation of $1,848,582
- 2021-08-10: Obligation of $1,280,000
- 2021-08-10: Obligation of $200,000
- 2022-05-25: Obligation of $120,000
- 2022-08-22: Obligation of $450,000
- 2022-08-22: Obligation of $2,221,960
- 2022-08-22: Obligation of $75,000
- 2022-08-22: Obligation of $1,280,000
- 2022-08-22: Obligation of $1,800,000
- 2022-08-22: Obligation of $800,000
- 2023-03-29: Obligation of $400,000
- 2023-07-19: Obligation of $555,674
- 2023-08-23: Obligation of $500,000
- 2023-08-23: Obligation of $450,000
- 2023-08-23: Obligation of $4,250,000
- 2023-08-23: Obligation of $2,300,000
- 2024-08-29: Obligation of $266,000
- 2024-08-29: Obligation of $4,197,424
- 2024-08-29: Obligation of $2,800,000
- 2024-08-29: Obligation of $198,000
- 2024-11-30: Outlay of $1,083,471
- 2024-12-31: Outlay of $921,285
- 2025-01-31: Outlay of $953,554
- 2025-02-28: Outlay of $253,186
- 2025-03-24: [(21U01GH002346C3) Termination date in TAGGS PDF](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-03-28: [(21U01GH002346C3) Added to TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-03-31: Outlay of $1,022,677
- 2025-04-30: Outlay of $485,732
- 2025-05-31: Outlay of $297,822
- 2025-06-06: [(21U01GH002346C3) Removed from TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-06-30: Outlay of $522,056
- 2025-07-31: Outlay of $673,334
- 2025-08-31: Outlay of $703,057
- 2025-09-24: Obligation of $175,000
- 2025-09-24: Obligation of $3,563,488
- 2025-09-24: Obligation of $100,000
- 2025-09-24: Obligation of $2,450,000
- 2025-09-30: Outlay of $164,173
- 2025-11-30: Outlay of $1,748,094
- 2025-12-31: Outlay of $1,065,892",2025-03-24,HHS TAGGS PDF,2025-06-06,Removed from HHS TAGGS PDF,WASHINGTON STATE UNIVERSITY,"GH21-003, Advancing Public Health Research in Kenya",2021-09-30,2026-09-29,36081894,27901590.73,8180303.27,WA,PULLMAN,"Junior College, College & University",WA-05,Michael Baumgartner (R),202-225-2006,Coordinating Office of Global Health,SCIENTIFIC/HEALTH RESEARCH (INCLUDES SURVEYS),DISCRETIONARY,CDC CENTER FOR GLOBAL HEALTH,93.318,"Strengthening Public Health through Surveillance, Epidemiologic Research, Disease Detection and Prevention",RFA-GH-21-003,https://www.usaspending.gov/award/ASST_NON_U01GH002346_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=U01GH002346&arg_ProgOfficeCode=253
U01GH002386,❌ Terminated,22U01GH002386,"- 2022-08-31: Grant awarded
- 2022-08-31: Obligation of $314,000
- 2023-08-31: Obligation of $314,000
- 2024-08-29: Obligation of $314,000
- 2024-11-30: Outlay of $64,000
- 2024-12-31: Outlay of $40,000
- 2025-02-28: Outlay of $52,000
- 2025-04-30: Outlay of $41,000
- 2025-05-31: Outlay of $33,500
- 2025-06-06: [(22U01GH002386) Termination date in TAGGS PDF](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-06-06: End date cut off from 2027-09-29 to 2025-06-15
- 2025-06-13: [(22U01GH002386) Added to TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-06-30: Outlay of $57,911",2025-06-06,HHS TAGGS PDF,NA,NA,SAFE WATER AND AIDS PROJECT,"RFA-GH-22-001, Monitoring morbidity, evaluation of new diagnostic tools; interventions to reduce or interrupt transmission, and improving surveillance for intestinal schistosomiasis.",2022-09-30,2027-09-29,942000,916411,25589,KISUMU,KISUMU,Environmental Organization,KISUMU-NA,NA,NA,Coordinating Office of Global Health,SCIENTIFIC/HEALTH RESEARCH (INCLUDES SURVEYS),DISCRETIONARY,CDC CENTER FOR GLOBAL HEALTH,93.421,"Strengthening Public Health through Surveillance, Epidemiologic Research, Disease Detection and Prevention",RFA-GH-22-001,https://www.usaspending.gov/award/ASST_NON_U01GH002386_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=U01GH002386&arg_ProgOfficeCode=253
U01GH002396,❌ Terminated,23U01GH002396,"- 2023-08-31: Grant awarded
- 2023-08-31: Obligation of $913,104
- 2024-08-29: Obligation of $316,000
- 2024-08-29: Obligation of $584,000
- 2024-12-05: End date cut off from 2028-09-29 to 2025-06-15
- 2025-01-31: Outlay of $150,000
- 2025-02-28: Outlay of $590,000
- 2025-03-31: Outlay of $450,000
- 2025-06-06: [(23U01GH002396) Termination date in TAGGS PDF](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-06-13: [(23U01GH002396) Added to TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-09-30: Clawback of -$131,047
- 2026-03-25: Deobligation of -$61,734
- 2026-03-25: Deobligation of -$114,091",2025-06-06,HHS TAGGS PDF,NA,NA,AFRICAN FIELD EPIDEMIOLOGY NETWORK LTD,GH23-001 - Strategic Operational Research to Accelerate Control and Elimination of Neglected Tropical Diseases (NTDs) in sub-Saharan Africa - RACE,2023-09-30,2028-09-29,1813104,1637278.72,175825.28000000003,province,KAMPALA,Other Social Services Organization,province-NA,NA,NA,Coordinating Office of Global Health,SCIENTIFIC/HEALTH RESEARCH (INCLUDES SURVEYS),DISCRETIONARY,CDC CENTER FOR GLOBAL HEALTH,93.421,"Strengthening Public Health through Surveillance, Epidemiologic Research, Disease Detection and Prevention",RFA-GH-23-001,https://www.usaspending.gov/award/ASST_NON_U01GH002396_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=U01GH002396&arg_ProgOfficeCode=253
U01IP001136,❌ Terminated,20U01IP00113620CV,"- 2021-06-13: Obligation of $374,982
- 2021-06-13: Obligation of $362,069
- 2022-06-16: Obligation of $375,000
- 2022-06-16: Obligation of $363,730
- 2023-08-11: Obligation of $363,731
- 2023-08-11: Obligation of $375,000
- 2024-06-11: Obligation of $363,731
- 2024-11-30: Outlay of $19,583
- 2024-12-31: Outlay of $17,875
- 2025-01-31: Outlay of $38,440
- 2025-03-24: [(20U01IP00113620CV) Termination date in TAGGS PDF](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-03-28: [(20U01IP00113620CV) Added to TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-03-31: Outlay of $215,620
- 2025-04-30: Outlay of $82,100
- 2025-06-30: Outlay of $81,755
- 2025-07-31: Outlay of $203,962
- 2025-08-31: Outlay of $88,187
- 2025-09-30: Outlay of $118,003
- 2025-11-30: Outlay of $1,388
- 2025-12-31: Outlay of $680
- 2026-03-20: Deobligation of -$9,939",2025-03-24,HHS TAGGS PDF,NA,NA,UNIVERSITY OF TEXAS AT AUSTIN,"RFA-IP-22-004, Modeling toolkit to evaluate multifaceted control strategies for seasonal and pandemic influenza",2020-09-01,2025-08-31,3352940,3015965,336975,TX,AUSTIN,"Junior College, College & University",TX-25,Roger Williams (R),202-225-9896,National Center for Immunization and Respiratory Diseases,SCIENTIFIC/HEALTH RESEARCH (INCLUDES SURVEYS),DISCRETIONARY,"CDC OFFICE FOR STATE, TRIBAL, LOCAL, AND TERRITORIAL SUPPORT",93.354,"Immunization Research, Demonstration, Public Information and Education Training and Clinical Skills Improvement Projects",RFA-IP-20-003,https://www.usaspending.gov/award/ASST_NON_U01IP001136_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=U01IP001136&arg_ProgOfficeCode=197
U01IP001137,❌ Terminated,20U01IP001137C5,"- 2021-06-13: Obligation of $375,000
- 2022-06-16: End date cut off from 2025-08-31 to 2025-08-29
- 2022-06-16: Obligation of $375,000
- 2023-08-11: End date extended from 2025-08-29 to 2025-08-31
- 2023-08-11: Obligation of $375,000
- 2024-06-11: Obligation of $371,721
- 2024-11-30: Outlay of $95,611
- 2024-12-31: Outlay of $42,123
- 2025-01-31: Outlay of $14,732
- 2025-02-28: Outlay of $78,205
- 2025-03-24: [(20U01IP001137C5) Termination date in TAGGS PDF](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-03-28: [(20U01IP001137C5) Added to TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-03-31: Outlay of $17,654
- 2025-04-30: Outlay of $110,127
- 2025-05-31: Outlay of $66,057
- 2025-06-30: Clawback of -$4,801
- 2025-07-31: Outlay of $199,355
- 2025-11-30: Outlay of $117,410",2025-03-24,HHS TAGGS PDF,NA,NA,NORTHEASTERN UNIVERSITY,"RFA-IP-20-003, FluMod - Center for the Multiscale Modeling of Pandemic and seasonal Flu Prevention and Control",2020-09-01,2025-08-31,3393441,3034241.96,359199.04000000004,MA,BOSTON,"Junior College, College & University",MA-07,Ayanna Pressley (D),202-225-5111,National Center for Immunization and Respiratory Diseases,SCIENTIFIC/HEALTH RESEARCH (INCLUDES SURVEYS),DISCRETIONARY,CDC NATIONAL CENTER FOR IMMUNIZATION AND RESPIRATORY DISEASES,93.354,"Immunization Research, Demonstration, Public Information and Education Training and Clinical Skills Improvement Projects",RFA-IP-20-003,https://www.usaspending.gov/award/ASST_NON_U01IP001137_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=U01IP001137&arg_ProgOfficeCode=197
U01IP001138,❌ Terminated,20U01IP00113820CV,"- 2020-07-03: Grant awarded
- 2020-07-03: Obligation of $372,166
- 2021-06-21: Obligation of $373,899
- 2021-06-21: Obligation of $375,000
- 2022-06-16: Obligation of $375,000
- 2022-06-16: Obligation of $373,470
- 2023-08-11: Obligation of $374,360
- 2023-08-11: Obligation of $375,000
- 2024-06-11: Obligation of $360,803
- 2024-11-30: Outlay of $133,660
- 2024-12-31: Outlay of $76,546
- 2025-01-31: Outlay of $77,447
- 2025-02-28: Outlay of $61,840
- 2025-03-24: [(20U01IP00113820CV) Termination date in TAGGS PDF](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-03-25: End date extended from 2025-08-31 to 2026-08-31
- 2025-03-28: [(20U01IP00113820CV) Added to TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-03-31: Outlay of $28,534
- 2025-06-30: Outlay of $114,420
- 2025-08-31: Outlay of $24,013
- 2025-09-30: Outlay of $46,780
- 2025-11-30: Outlay of $234,146",2025-03-24,HHS TAGGS PDF,NA,NA,REGENTS OF THE UNIVERSITY OF MICHIGAN,"IP20-003, Data driven transmission models to optimize influenza vaccination and pandemic mitigation strategies - COVID-19 Supplement",2020-09-01,2026-08-31,3378158,2450298.62,927859.3799999999,MI,Ann Arbor,"Junior College, College & University",MI-06,Debbie Dingell (D),202-225-4071,National Center for Immunization and Respiratory Diseases,SCIENTIFIC/HEALTH RESEARCH (INCLUDES SURVEYS),DISCRETIONARY,"CDC OFFICE FOR STATE, TRIBAL, LOCAL, AND TERRITORIAL SUPPORT",93.354,"Immunization Research, Demonstration, Public Information and Education Training and Clinical Skills Improvement Projects",RFA-IP-20-003,https://www.usaspending.gov/award/ASST_NON_U01IP001138_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=U01IP001138&arg_ProgOfficeCode=197
